Gene ARP4 Amikacin Amp Antimycin Ascididemin_Nat_prod BZA CCCP CPZ Cap Cephalexin Cerulenin Clofazimine Clotrimazole DCCD DIPED DNP DTNB DTT Deferoxamine Dipyridyl EMB Econazole Eta GSNO GSNO_CFZ GSNO_CPZ GSNO_KCN GSNO_menadione H2O2 INH KCN Levo Min_med__succinate_ Mtm NRP_1 NaN3 Nam Nigericin Novobiocin Oflox PA_1 PA_21 PA824 PZA Palmitate Procept_6776 Procept_6778 Rif Rifp Rox SM Succinate TLM TRC TRZ Tet UV Valinomycin Verapamil ZnSO4 menadione mercaptoethanol methoxatin
Rv3792 -0.381339646 -1.256225058 0.475123541 0.45779731 0.413468869 -0.181948946 -1.155988268 0.11371997 -1.228739419 0.623982727 0.497072518 -0.444040512 0.501116424 -2.583711522 0.588136086 -1.216832804 1.126056871 -0.982497951 0.561717659 0.447506438 -0.084525409 0.144019222 0.11282382 0.752208275 0.426376421 0.264232071 -1.009221045 0.118355844 -0.147129426 -0.027322385 -2.316068228 -0.044705665 0.389395166 0.196840442 -0.620750898 -0.278053154 0.419320809 0.973640097 -0.044384339 -0.510304941 1.232277193 1.252360484 -1.287375782 0.530001234 0.821826175 -1.514524627 -0.497649643 -0.088414489 0.44151175 -0.163927661 -0.71036978 1.227033102 0.140982544 -0.828763479 -0.308621922 -3.085298319 0.449826693 -0.605795363 1.093296795 2.683094547 -0.443087975 0.27852149 1.297516972
Rv3793 -0.695653462 -0.328769884 0.192435486 0.774530584 0.465494356 0.303132262 -2.800454039 -0.055908186 -0.247217287 0.628996743 0.518393261 -1.586189729 0.340252526 -0.859974391 0.362457413 -2.277440711 0.042663206 -2.623994062 0.68325222 0.32153257 0.489511565 0.047676778 0.559615623 0.617389775 0.351687998 -0.186013396 -1.324151802 -1.174827055 0.733745382 0.991431561 -2.675490654 0.359398361 -0.662745581 0.286548319 -0.85306736 -0.533672017 0.341651622 0.054314323 -1.264630156 0.26997778 0.517252906 0.413347983 -0.821402773 0.305075524 0.018831083 -0.937480859 0.271444016 0.769667667 0.85380644 -0.452819873 0.22969244 0.283873424 0.355437177 -0.524087036 -2.388409683 0.022328487 0.3978454 -2.137484108 -0.343265654 0 -0.706589694 -0.430828486 0.383045849
Rv3794 -0.503547531 -0.88838049 0.82335413 0.539721416 0.080634746 0.058351382 -2.661446434 0.637934658 -0.965358342 1.143700345 0.869583651 -1.115902929 0.312630694 -1.798447679 0.269993148 -2.412954004 0.384250845 -1.192323092 0.753316824 -0.153251988 0.428224091 0.114311934 0.736493633 0.59351702 0.404025435 0.792814361 -1.860533218 -0.085643636 0.321513759 0.7930234 -2.344568129 0.184177616 -0.664338638 0.84323677 -0.454114976 -0.252736576 0.408211443 0.149366561 -1.462315995 0.108635294 0.35851725 0.76229075 -1.908830277 0.229053788 0.073164107 -1.154769113 0.354052687 0.12054917 0.114021973 -1.715273342 -0.054162773 0.666533868 0.293511455 -0.497450117 -1.187945576 -1.346561635 0.514049508 -1.302112473 -0.165483693 0.073853722 -0.414119388 0.08573303 0.672825185
Rv3795 -0.320595724 -0.264323264 0.612603459 0.873569363 0.240905977 0.490250598 -3.09590732 0.226662311 -1.225545731 0.507157262 0.61909027 -0.96099949 0.259213856 -3.06689229 -0.034451763 -2.673796305 0.685144639 -1.145200129 0.758070814 0.11015779 0.064040147 0.076703063 0.355229746 0.53433614 -0.063282468 -0.03834548 -1.835927644 -0.445208591 0.50159991 0.524136916 -2.543868777 0.188178163 -0.763699901 0.56951236 -0.464148314 -0.163534677 0.533210848 0.131372056 -1.678315518 0.43545285 0.500841256 0.626250589 -1.837523838 0.73348674 0.297439004 -1.369965147 0.043319711 0.456935511 0.619022146 -1.537306215 0.345427053 0.661099131 0.517353801 -0.337636584 -1.148596849 -1.087353879 0.453490388 -1.454561349 -0.079087953 0.805464626 0.016603551 0.162538667 0.994084186
Rv3796 -0.456864931 0.039612575 0.684210899 0.749149865 0.156619597 0.103017801 -1.789121207 -0.698822056 0.721418625 0.411035466 1.130095398 -0.242476358 -0.712395276 -2.097641975 0.63530229 -1.343575385 1.090964812 -1.1789945 0.603770322 0.339289798 0.524394897 -0.260202541 0.109370689 1.470696263 0.702647621 -0.168916259 -1.722118851 -1.194676578 0.079881201 0.02081568 -2.604362962 -0.088167197 0.351634061 0.612678982 0.535305471 -1.147053862 0.109810147 1.399700147 -0.872443717 -1.127566862 0.277244509 0.931203246 -1.647277562 -0.193676588 0.475146916 -1.444880325 -0.09064854 -0.048073291 0.158378772 1.026938265 1.237116944 0.679557653 0.783321523 -0.050645512 0.045056563 -0.378256689 -0.15616885 -1.099744071 0.863573422 0 -0.813174356 0.610219462 1.163598856
Rv3797 0.915685744 1.261053398 0.489863457 -0.125563474 0.214401641 -0.632554374 -1.565694167 -0.812448599 0.939925041 -0.37537718 0.417176349 -0.969225865 0.220507533 -0.236391515 0.566415707 -0.525632554 0.801439706 1.380177261 0.13520692 -0.013149348 0.320983181 -0.438370555 0.388903115 -0.10498226 0 -0.929751478 -0.743355055 0.344849533 0.184842053 0.347410779 -0.724056869 -0.069466127 0.540139041 0.164949193 0.828426736 0 -0.549268415 0.209508213 -0.456479636 -0.208498638 0.416354242 0.079460813 -1.201312061 -0.492710491 -1.120253037 -1.439640378 -0.203204133 0.927280634 0.037154159 1.528323175 0.386299008 -1.012857342 0.164822911 -0.210350461 -0.490199672 -1.490852054 -0.041900314 2.421648675 0.178977003 0 0.645801827 1.908959581 0.433313769
Rv3798 0.938795342 -0.035849629 0.885041991 0.643122637 0.356043907 -0.226256187 -2.172715795 -0.36517586 1.566884151 0.576955037 0.411337151 -0.615964199 -0.042279328 -1.657678468 0.481249143 -1.690927215 0.95343223 -0.943285357 0.689069147 0.404781847 0.564915349 0.337350631 -0.038854922 0.955354679 0.303263545 -1.066221292 -1.447681062 0.141592412 -0.104149862 0.234319174 -0.853032865 -0.287449419 0.546398247 0.548080442 -0.275951778 -0.210217675 -0.163261703 1.447252102 -2.96289415 -0.84480333 0.173135648 0.539338961 -1.228469336 -0.166635239 0.547785405 -0.807989893 0.231914145 -0.429222828 0.019461925 1.330112498 0.660938356 0.58739722 -0.155540203 -0.748961566 -1.115390672 1.811362528 0.082033972 0.634855399 1.119721668 1.951672775 -0.633175244 0.769393361 0.913251919
Rv3799c -0.5108516 -2.12037162 0.01869797 0.306709695 0.341115501 0.073751404 -1.921514343 0.146221976 -1.789547189 0.373723183 1.442378266 -0.103761083 0.248449049 0.323086336 0.396413058 -0.959233432 0.400746372 -0.660930678 0.470082402 0.56763267 0.347575794 -0.202917812 1.081429466 0.498656587 0.646163265 -0.1875959 0.215957338 0.169517647 -0.307620025 1.600456917 1.992572005 -1.49883032 0.360679834 0.268097985 -0.82993156 -0.020491627 -0.088681901 -0.392227606 -1.187347077 -0.496804656 0.345042636 0.672847388 1.189742422 0.106200565 -0.282382909 0.258242033 0.481560932 0.091082789 0.045894174 -3.051159776 -0.797397053 -0.093345288 1.486032252 -1.183631592 -0.845773099 -1.878970231 -0.002187359 -2.467710484 -0.101561996 0.740788416 0.210380473 0.053523104 0.335088257
Rv3800c -0.423578579 -2.454849782 0.20382413 0.000941228 0.243346638 -0.042613843 -1.988888747 -0.080385994 -2.368916369 -0.130218999 1.371602844 0.296535964 0.186955783 1.610588713 0.447274499 -0.666107062 0.093783071 -1.146457211 0.189084209 0.641715739 0.475437516 -0.074259331 0.95108561 0.244043445 0.519112426 -0.135216128 -0.260694892 0.752737328 0.152940757 1.250911283 2.096100916 -0.817379263 0.773020335 0.499043832 -0.305105685 0.016749414 0.348552402 -0.448207781 -0.827779852 -0.992569009 0.015805504 0.146508338 1.284296567 0.56226084 -0.423424371 0.253859191 -0.06189761 -0.118911286 -0.37150701 -3.284898412 -0.981071762 -0.108414413 0.96656846 -1.431303132 -0.670849807 -4.019538277 0.068937078 -0.789735575 -0.233365432 0.351557094 0.601253301 -0.23584028 0.306456345
Rv3801c -1.097865214 -0.951067916 0.193485715 -0.053349111 0.017594463 -0.345239362 -1.677168329 -0.254847191 -0.992239068 0.01942278 1.615278027 -0.199834824 -0.151536683 2.000195655 0.589371048 -0.382395763 0.121585104 -0.563070265 0.256065914 0.311383941 0.270467529 -0.374778912 1.547541568 0.516513738 0.291950476 -0.540995322 -0.333783211 0.755098518 0.026733432 1.544233763 0.786893971 -0.586779978 0.425997671 0.380889382 0.761735805 -0.581437656 0.112818908 0.322931571 -1.393213767 -0.419882887 -0.121911778 0.406363509 0.520992271 0.357499855 -0.141605459 -0.512830597 -0.555355566 -1.331572668 -0.514990713 -1.731288089 -0.062037412 -0.174492743 1.539072347 -1.894824527 -0.646180928 -1.886010579 -0.322121524 1.269230074 -0.195558047 -0.11669573 0.97673058 0.086187272 0.098821513
Rv3802c 0.270827827 -0.500316671 0.324963025 -0.79726801 -0.040035974 -0.002325803 0.811919794 1.573643723 -0.027428232 -0.083185556 0.384600343 0.806398687 -0.910846338 2.651165235 -0.625427892 0.412884992 -0.399343761 1.124057208 -0.170451668 -0.136002388 -0.278817048 -0.282870767 -0.015215003 -0.162949313 0.535270819 2.359639176 0.63714474 0.71016734 -0.753075888 -0.120948639 1.728501021 -0.375060301 0.343961285 -0.5001546 0.651606588 0.19357894 -0.089522784 -0.161132508 -0.140438404 -0.012822711 -0.874192616 -0.864455454 0.367884045 -0.504404826 -0.856671814 0.795837772 -0.184487541 -1.919587766 -1.114290906 -0.08460612 0.072144265 -1.047970792 0.321938945 -0.514764711 1.523142621 -0.000908028 -0.519006312 1.092712627 0.30118731 0.831738074 1.101827246 -0.38945473 -0.283674163
Rv3803c -1.15508708 2.132046809 0.524010907 0.493287397 -0.011903672 0.106630638 -1.976785975 -1.15971302 1.044313497 0.147855699 0.159191472 -1.177857304 -0.271148587 -2.888240924 0.373456702 -2.824934478 0.336823137 -0.208211925 0.175304067 0.251795462 0.53874032 -0.307845457 0.731761974 0.44995114 -0.103919875 -1.572272548 -0.728228685 -0.310953278 0.508939066 1.098672222 -1.793407419 0.070628026 -0.180985435 0.491377543 0.280612552 -0.805098039 0.220332938 0.822625432 -1.786650988 0.709034411 -0.389622939 -0.344602259 -0.262650237 0.431746447 0.105020498 -1.077867568 -0.171968923 0.715263576 0.42651257 2.109153836 0.842314511 0.428137328 0.823051651 -0.909191439 -1.208964112 2.439429908 0.598652852 -0.384354008 0.022579999 0.509225283 0.077023617 0.547128761 0.192013309
Rv3804c -1.239652347 0.222330771 0.802667006 0.547877774 0.508715149 -0.940052685 -2.469628001 -0.804425673 0.543260047 0.518557088 1.040161512 0.176433855 0.297215306 -2.275953215 0.618045001 -2.516187796 0.444763856 -0.072369376 0.72792547 0.712081589 0.628721239 0.262433869 0.786236544 0.692939722 0.048834658 -1.386664653 -0.007373511 0.159476697 -0.322273417 0.95192935 -1.293535958 0.234214853 0.245666514 0.887096186 0.560748314 -0.044665926 -0.224036203 0.391914855 -0.225866503 0.628445094 0.67711192 0.696951184 -1.09454611 -0.098797286 0.22513801 -0.322030455 0.07619904 -1.547198471 -1.01385829 0.824609727 1.310075146 0.339747227 0.495059256 -1.936721109 -1.617491621 0.488103203 0.833768038 -0.050113355 0.490341094 0.774495986 0.193448123 0.380558293 0.335546345
Rv3805c 0.592624354 -1.764571102 0.512078626 0.313732565 0.182437673 -0.088407528 -2.422266251 0.35189213 -2.613054359 0.718234032 0.511003615 0.352489789 0.28483282 -0.9185088 0.152604934 -1.749742673 1.089889296 -0.944167861 0.463327318 0.463245688 0.219912868 0.101504864 -0.265586943 0.837969559 -0.020447324 0.118114217 -0.223393999 0.054170578 -0.091753693 0.646522538 1.114285013 0.149091878 0.299205832 0.013226144 -0.413917643 -0.34553601 -0.234526964 0.136438276 1.668035941 0.548759726 0.507046474 0.250007446 0.521573144 0.399717273 0.686635283 0.179127278 0.626470057 -0.268879411 -0.183142473 -2.591410744 0.262270959 1.685374376 0.167316194 -1.201905015 -0.346019887 -2.330655767 0.359586839 1.220895688 0.773585347 0.493833144 0.313212562 0.447570031 1.110583205
Rv3806c -1.128509758 -1.954767896 0.690294711 -0.114131925 0.544871303 -0.459451496 -2.553051964 0.402218357 -0.50681103 0.490160225 0.279730675 -0.711138618 -0.065919926 -0.040016322 -0.010057622 -1.893664939 0.052742621 -0.879074191 0.322243112 0.625521286 -0.169788236 0.108077982 0.381790878 -0.063972891 1.35626774 0.53791122 -0.54730604 -1.12681145 0.01258661 0.926001701 1.021655875 0.409045834 -1.382315474 0.498251824 -1.268048668 -0.150723585 0.599953687 -0.306470557 -0.015985123 0.282819529 0.008097812 -0.119082146 1.592372334 0.376364767 -0.075314837 0.60153177 0.697760879 -0.050314369 0.07751758 0.069384337 -0.148320049 0.295060091 -0.078671252 -0.620093648 -1.456903779 0.149616458 0.01647829 -1.745205714 -0.206587607 0.451323205 -0.629240506 -0.253647822 -0.055004639
Rv3807c -0.948132089 -0.70216807 0.578146243 -0.090685848 0.197190704 0.489945415 -1.80215204 0.268776522 -2.472771788 0.760899383 0.357929134 0.094444463 0.469529705 -0.915960474 0.093613678 -1.303535605 0.36707646 0.844345035 -0.072227133 -0.001851462 0.607348023 0.116714051 0.551998198 0.642009088 0.236984205 -0.053431535 -0.263321077 -1.230135379 -0.302696927 1.149665875 1.061883426 0.333636754 -1.241923815 -0.040742158 -0.081430117 0.841770293 0.185796679 0.806491157 1.015025209 0.36655538 0.115875446 -0.115609538 0.950795622 0.662867447 0.114965353 0.138873713 0.809419817 0.333049736 -0.033772701 -3.000125003 -0.164501587 0.599476161 -0.063234169 -0.588334822 -1.382232005 -1.484697297 -0.111537874 -0.614056087 0.536835434 0.518501609 -0.607041073 0.615079486 0.520899159
Rv3808c -1.280771825 -1.214988133 0.96703382 -0.066716885 0.541693089 -0.596703366 -1.774307446 0.418393349 -1.912334905 0.497706647 0.55694097 0.041107272 0.519813485 -0.40376094 0.287405625 -1.751486073 0.929937212 -0.396973099 0.659821785 0.468604122 0.406120326 0.27038105 0.639222243 1.003603434 0.922437353 0.452028038 0.313702405 -0.584415883 -0.285064853 0.575084232 1.033411071 0.282403607 0.215817047 0.597517909 -0.143331296 -0.196776189 -0.151399304 0.603502141 1.290284472 0.297141447 0.699409028 0.445452398 0.586178462 -0.040989553 0.155439138 -0.838256421 0.18299639 -1.242550553 -0.204911585 -1.865031082 0.142223985 0.850464343 -0.016117974 -1.590733467 -1.261907866 -1.257253843 0.306045195 0.302648464 0.546591323 1.138598394 -0.514962729 0.240541633 0.924819329
Rv3809c -0.93787723 0.753968956 -0.38000934 0.314069302 0.279562308 -0.144900695 -0.756261856 0.060858237 0.420808979 0.076149359 0.350638341 0.881981959 0.225283754 -0.049449549 -0.151249901 -1.023102787 1.036415532 -0.722698315 -0.265068366 0.645741922 0.240076227 0.158490638 -0.457344167 0.351843878 -2.614297624 -0.183236848 -0.46734854 -0.002279633 -1.079795706 -0.391075449 2.223873554 0.71453247 1.3492263 -1.149893681 0.668160779 -0.382700827 -0.350494908 0.623804833 2.505362799 0.849938125 0.239987224 0.061356492 0.919757828 -0.860811778 0.202911371 -0.020514208 -0.234550235 1.569681 2.309824919 0.376391562 0.20388595 1.133399012 0.233467518 0.387354886 -0.275703562 0.947386853 -1.337567702 0.136721678 0.953087098 1.549718196 -0.204517054 0.026071311 1.276977348
Rv3810 -0.687707867 1.439091777 1.204122941 -0.951480141 -2.019531251 0.060386264 2.590036296 0.252713797 1.342688956 0.522379453 0.439414251 0.224552523 0.290576435 -0.285075616 -0.122494673 1.291544267 0.023362346 0.065186751 -0.356023018 -1.034829246 0.604472084 0.380617485 1.136851506 -0.063964357 -0.438672107 -0.006082522 0.3216819 -0.242364516 -0.650983555 1.017580757 0.133676863 -0.514602769 -2.288618688 -0.621733192 -2.50575044 0.455047657 -0.230370621 0.618156883 0.439547967 -1.880725405 -0.448251499 -0.100161797 -0.345978838 -0.308753767 0.793366514 0.139368285 -0.249629623 -1.713375852 -0.746794474 1.399937953 -0.849562826 0.50469083 0.605709804 0.404320632 0.873113109 -0.397208612 -0.571411472 -0.405435425 0.396123528 0.864609922 -0.267991773 0.028826967 -0.335716494
Rv3811 -1.349775158 -0.584380106 0.795773729 -0.557279572 -0.873106277 -0.280814967 -0.02747698 0.489827727 0.283050665 0.945066325 0.298230585 0.501729537 0.742174314 -1.427414844 -0.162776517 -0.032110232 1.319241227 -0.83902434 0.476059523 -0.23560679 0.349150208 0.40204729 0.182402211 1.026857135 0.284756566 0.315275509 1.229042022 -1.054002495 -0.726084292 0.043596906 0.962448572 0.175596569 -0.427295502 -0.915676757 -0.706335914 0.403393963 -0.605753195 0.527839921 4.079095408 -0.042319056 0.370744632 0.255581049 0.059812894 -0.528671743 1.454277712 1.146389818 0.130437349 -1.08354937 0.113663018 -0.481418999 -0.104850348 1.620364006 -0.246264226 -0.332929232 0.161073187 -0.914123542 -0.691915193 -0.52759169 1.213200289 1.637023279 -0.831635979 -0.055035557 1.298142876
Rv3812 -1.681260121 0.347043438 0.74032061 -0.646205351 -1.260858959 -0.138526034 0.592954673 -0.150513849 1.539655205 0.382076696 0.440309704 -0.837443558 0.166795711 -1.930894894 0.239001424 -0.715699018 0.487136429 -0.313118742 0.207488886 -0.241369294 0.678390347 0.261740267 1.122475262 0.218067302 -0.69583653 -0.99392353 1.863034982 -0.610439562 -0.111409639 0.481385182 0.502294771 -0.087818088 -2.833177704 -0.248908625 -2.236834336 0.367968722 0.322285115 -0.535487239 -0.468175317 -1.164183237 -0.333374979 -0.381710779 2.166330886 0.200520505 0.26712144 0.937103479 -0.172891311 -1.347283648 -0.963748061 2.069242425 -0.897501576 0.922812893 0.884430762 -0.388137782 -0.15882007 -1.102983246 -0.297447524 -0.31100867 0.258854608 1.054464821 -1.02024877 0.521322316 0.631993189
Rv3813c 1.458752275 -1.006881643 0.010600633 0.139776635 0.428745085 0.466043155 1.94199921 0.449712633 -2.055760303 0.191574893 0.293376996 1.456850354 0.653650578 0.454502901 -0.583018297 1.575004292 0.697033177 1.127119238 0.12059464 0.225571737 -0.419682601 0.482950166 0.119923093 -0.470138816 0.360949192 0.439284029 0.877760845 0.357570008 -0.440000388 0.251921795 1.653894068 0.030388424 -1.293081718 -0.501540245 -1.032946966 1.495165693 -0.123733531 0.628225657 1.458321709 0.146510278 0.25221247 -0.161974807 0.975118041 -0.103303675 -0.275484406 1.364809138 0.677033016 -0.423097538 -0.033731481 -2.937584174 -0.140238436 0.500616766 0.139201912 0.775225289 -0.073393532 -1.737049232 -0.602022432 -0.982420108 0.642585769 0.426911919 -0.247351838 0.167846612 0.954773907
Rv3814c 0.064262652 -2.860351994 -0.088729013 -0.373672425 0.065786449 0.773455172 1.433746306 1.059990969 -1.926417377 -0.019716773 -0.545081441 0.466414644 -0.171426867 0.759045486 0.18756458 1.877291527 -0.005125083 1.083762477 -0.958954772 -0.235754059 -0.079389219 -0.112780893 -0.255643579 0.020514513 0.64893956 1.453534755 0.574705146 0.699152789 -0.288508345 -0.774023927 0.352599004 0.676261726 -0.946045706 -0.13622374 0.817484849 1.547751678 0.338314762 0.206089116 0.539988453 0.299945923 0.489478967 0.671178444 -0.051599079 -0.325036464 -0.021467207 0.224645814 -0.412112903 0.41842246 -0.065730291 -2.400089333 -0.507992425 0.309025586 0.244251645 0.202620087 1.511514824 -1.282294618 -0.424000206 -2.144506227 -0.317482294 -0.079993799 0.302767762 0.474216289 -0.978564219
Rv3815c 0.827699769 -1.592033452 -0.194845981 -0.455204199 0.3622455 0.573921129 1.397054353 1.282203119 -2.101907974 -0.090957895 -0.049608643 1.120104665 0.255193248 1.600578055 -0.956728944 1.036662186 -0.405122639 1.134725114 -0.313287031 -0.002890789 -0.280514786 0.224727883 0.12227966 -0.142459777 0.645206435 1.485420866 0.964363178 0.776720311 0.091724597 -0.333545267 1.407429403 0.351338938 -0.525852096 -0.7473721 -0.127102339 1.276815375 -0.200350472 0.951798044 0.947635541 0.531326907 0.155083023 -0.413226295 0.743592261 -0.242130566 -0.34689755 1.694971144 0.481773933 -1.005353777 -1.032708206 -1.401675648 -0.126434117 -0.249337946 -0.026466513 0.376177579 1.356539222 -2.180232054 -0.038574331 -1.936237825 0.129989941 0.002832176 0.929469311 -0.476033265 -0.47949115
Rv3816c -0.942512585 -1.233385983 0.227290635 -0.627962418 0.068819279 0.252137187 0.809158479 1.216174518 -0.189013992 -0.304176809 -0.079063894 0.716497044 -0.066692655 0.485872043 0.133673272 0.240545356 0.319934356 1.33966868 -0.427786184 -0.251330797 -0.459858952 -0.304136831 0.114653965 0.192576104 -0.425549744 1.733289595 0.928602969 1.208320778 -0.70819866 -0.447964067 0.85897095 1.084274936 -1.041093079 -0.144739406 1.413657436 1.138944391 0.158831205 1.426975782 0.593986303 0.741865652 -0.028006475 -0.381278282 0.653405091 0.457430567 -0.160321751 0.79814757 -0.362817166 -2.781016568 -1.688704985 -0.975509725 0.500100895 0.482935672 -0.201934902 -0.28916851 0.452446859 -0.813004772 -0.355814564 -0.313302244 0.598542497 0.486803845 1.240746725 -0.058073665 -0.04119487
Rv3817 1.325208737 -0.359055902 -0.09225579 0.040982703 0.22635274 -0.865825318 0.091538456 0.219062742 0.531994787 0.399505963 0.75600846 -0.386418107 -0.927000864 2.595034107 -0.494870728 0.837545359 1.160516224 -1.395659746 0.321426996 0.253293608 -1.027499854 -0.418202943 0.184157968 1.192353553 0 0.957154086 0.101527504 0.230720288 -0.408647721 0.085722226 0.340441186 0.325968945 -1.227237484 -0.492103564 0.164966972 2.081123519 -0.804904607 1.496639371 -0.082650241 1.267631881 0.248888874 0.313409516 0.730340608 -0.570476254 -0.196630322 0.51878134 0.27848512 0.877651132 0.772245012 -0.064699315 0.170205554 0.136485156 0.881624198 -0.238966932 -0.159964646 2.023991777 -0.622939205 -0.413279814 1.157389043 0 0.095164156 0.506142541 0.923358578
Rv3818 -0.836093295 -0.986407067 0.325695328 0.607516523 0.356762185 -1.252241961 0.223972239 1.063874806 1.319479882 0.02036139 0.532972544 1.364304131 0.631193524 -0.11787696 -0.353645596 0.549589911 0.309981386 -0.126160591 0.265413367 0.539738947 -0.033847051 1.058906945 0.336128254 0.457122116 0 0.960511462 1.068950367 0.473847506 0.012024907 0.599500243 0.284293262 -0.104890575 0.697554714 0.618268515 -0.269008199 -1.65975193 -0.548111958 1.059186711 1.220557202 0.143047891 0.910655924 0.671191401 0.208592709 -1.010421472 -0.023694466 -1.070143777 -0.167476494 -1.359377419 -0.746566315 1.503858897 1.286434606 0.07366841 0.09541558 -1.088675087 -0.068134094 0.768990868 0.126226796 -1.936535533 -0.167976006 0 0.29857505 0.194238795 0.462558727
Rv3819 -0.958092862 -0.811586774 0.323702948 -0.953543786 0.37241328 -0.119348306 0.733321252 1.239891369 -1.547547814 -0.261826001 -0.012055679 2.04756717 0.952510396 0.993576166 -0.433393104 1.362294048 0.284960238 0.05926252 -0.137723658 0.362925966 0.266629902 1.213537653 -0.170601037 0.312754209 0.706619248 1.058054232 0.667679837 0.507869155 -0.47201316 -0.695475067 -0.256135297 0.166899673 -0.138785221 -0.25486551 -0.595367533 0.785297172 -0.488191642 0.380204637 1.177796058 0.295965167 0.787891069 0.639345931 -0.763723897 -0.813062791 0.103997257 -1.045629885 -1.01537116 -1.686405733 0.245782519 -1.567088281 -0.127009811 0.461861254 0.479077686 0.606994286 1.098283691 -0.315777982 -0.335658496 -0.435213959 0.912273734 -0.332860782 0.140034219 -0.036588601 0.087744249
Rv3820c -0.05647931 -0.007061643 0.373162319 0.662160244 0.147381793 -0.053280564 -2.188290296 0.312899296 1.568656729 0.074272488 0.742935999 -0.928915047 0.168053276 -2.383266922 -0.105439458 -2.274643102 0.632920548 -1.286489896 0.687328748 0.153800042 0.250878138 -0.031478186 -0.107224028 1.201334133 0.251095715 0.197692864 -1.249319157 0.732942943 0.426951809 -0.266432733 -2.564207226 0.527571435 0.843741206 0.739131768 0.262984408 -0.74799816 0.174607336 0.825289478 -0.431341077 0.505008678 -0.022647999 0.411429184 -2.021245433 0.124614347 0.346186312 -1.551135592 -0.698330897 -1.015851208 -0.515385328 1.357830019 0.029562218 1.006292156 0.052819763 -1.012244225 -1.365504052 0.266288039 0.491501421 0.499912419 0.538128242 2.046905244 0.292579605 0.178852928 1.072390568
Rv3821 0.433519757 0.611605125 -0.16722184 0.307815947 0.201467364 -0.43394759 1.557254826 -0.044937025 0.177368212 0.235249542 -0.554131847 0.085206634 0.031715263 -0.222425932 -1.173654622 0.573851186 -0.369453574 -0.069578007 -0.086886801 0.445107789 -0.243714806 -0.523626004 0.599513662 -0.22415499 0.081245667 0.307870882 -1.238221599 0.301281625 1.108971835 0.582215411 -0.016980942 0.140240205 1.039351065 0.000385711 -1.545395626 -0.743807418 -0.138292485 -0.67897373 -0.857955479 0.366890854 0.104758344 -0.099411937 -1.050721435 -0.184039256 -0.721941223 -0.005096681 0.879755873 0.785183609 -0.063454115 -0.229615624 -0.237071925 -0.536130475 0.544478535 0.635652728 -0.169411457 2.047140041 0.393786496 -1.674560322 0.462003334 -0.636273848 -0.332090997 -0.184022004 -0.803349708
Rv3822 -0.87969418 -0.242218832 0.299070786 0.165078416 0.527077517 -1.209313314 -1.00138677 1.14970214 1.184052396 -0.14255446 -0.062965436 0.451606289 0.093490736 -1.914391623 -0.088843195 -0.959087782 0.739491262 -0.469100571 0.177659146 0.683046369 -0.143817408 -0.020147112 -0.434266528 0.770445608 1.288948415 1.596817418 -1.117296801 0.239489082 -0.826707717 -0.855665676 -1.139995798 0.819973576 2.8111074 -0.005648718 0.399669195 -0.901392897 -0.67114014 0.775121018 -0.010311776 -0.127506935 -0.333824435 -0.147097923 -0.988382806 0.441561182 0.57808988 -1.85519614 -0.883835274 -1.294769844 -0.45007728 1.115377353 -0.806964442 0.145010595 0.120259889 -1.259712296 0.316653574 -0.466686747 -0.18753384 -1.240632123 1.582787339 1.515463887 -0.287019026 0.316232185 0.08533815
Rv3823c -0.393943126 -0.421974953 0.495371557 0.468955731 0.302408447 -0.292131867 -2.102391426 0.645571515 -1.087519075 -0.224407264 -0.44177514 0.200206268 -0.127740755 -1.754035243 0.946271092 -0.715422248 0.122436576 -1.064042055 -0.25178196 0.075370301 0.866885419 0.241199762 0.231046459 -0.126574167 0.197208914 0.517550538 -0.619201791 -1.223829844 0.662683586 0.396013252 -1.512449377 -0.297484695 2.231020031 0.179989473 -1.541569455 -0.699926214 -0.070890684 -0.571084675 3.030182627 0.55120079 0.116898592 0.585792425 -1.147829916 -0.252965509 -0.672457452 -1.730643294 -0.265536705 1.685632034 -0.272335238 -1.478677019 -0.131485749 -1.251777659 1.38282233 -0.014726851 -0.290245868 0.59584067 0.147209426 -2.089472894 0.488220969 -1.507673983 -1.040275232 -0.032257174 -0.366342073
Rv3824c -0.530314496 -1.169715028 0.0497638 1.057855666 0.909855509 -1.335298577 -0.789119786 0.823447445 -0.690039798 0.095030493 -0.440027784 0.377730632 0.1458233 -1.758415071 -0.071887483 0.522516973 0.579432834 0.167746127 0.177597811 1.215711579 -0.03441953 0.176626142 -0.481333043 0.51800007 1.086725174 1.455861147 0.366468527 0.026944428 -0.325172154 -0.536166664 -1.842849945 0.186353318 2.125888182 0.281240767 -1.941635769 -0.328106066 -0.756062665 0.15179205 2.873318099 -0.541742221 0.353281338 0.308169626 -1.853265933 -0.790864951 0.212154902 -1.802110612 -0.521469739 0.245085824 0.501252231 -0.826604413 -1.027274557 -0.046563841 1.653187835 -0.316302398 0.367046293 -1.667537406 -0.465461788 -1.592388671 1.045072771 1.988857659 -0.469960576 0.721693298 0.196288432
